Date;HStart;HEnd;Summary;Location;Groupe;Intervenant
16/12/2024;09:00:00;11:00:00;SAE1.02;B3;1ATDB; FREITAS ANTONIO 
24/10/2024;08:00:00;10:00:00;Syst1 ;C5;1ATP3; JACQUET FREDERIQUE 
18/12/2024;12:30:00;15:30:00;SAE1.03;C1;1ATP4; CAPALLERA FLORENCE 
27/09/2024;06:00:00;08:00:00;SAE1.01;B3;1ATDA; JACQUET FREDERIQUE 
28/11/2024;09:00:00;10:00:00;RLAN1 ;A5-A5bis;1A; FREITAS ANTONIO 
09/12/2024;14:30:00;16:30:00;SAE1.02;B8,B6;1ATDA;  
13/11/2024;15:30:00;18:30:00;Init-Rés1 ;C7;1ATP1; BROS LAURENT 
18/09/2024;13:30:00;15:30:00;Soutien math-telecom;B6;1ATDB;  
17/12/2024;09:00:00;11:00:00;PPP1 ;B7;1ATDA; GIRAUD NADINE 
04/12/2024;12:30:00;14:30:00;Archi-Sys1 ;B8;1ATP3; PERRIOT ROMAIN 
13/09/2024;07:00:00;08:00:00;SAE1.01;A5-A5bis;1A; JACQUET FREDERIQUE 
12/11/2024;09:00:00;10:00:00;Math-Trans1 ;A5-A5bis;1A;COURSIMAULT DAVID 
16/10/2024;08:00:00;10:00:00;SAE1.03;B3;1ATDB; CAPALLERA FLORENCE 
12/09/2024;08:00:00;10:00:00;Math-Signal1 ;A6;1ATDB;COURSIMAULT DAVID 
09/10/2024;08:00:00;10:00:00;Archi-Sys1 ;A5bis;1ATDA; JACQUET JEAN-PAUL 
02/12/2024;09:00:00;10:00:00;RLAN1 ;A5-A5bis;1A; FREITAS ANTONIO 
25/11/2024;09:00:00;11:00:00;Init-Rés1 ;Salle examen MPC003;1A; FREITAS ANTONIO 
19/12/2024;09:00:00;11:00:00;SAE1.04;B8,B3;1ATDA;  
15/10/2024;06:00:00;08:00:00;Math-Signal1 ;A6;1ATDA;COURSIMAULT DAVID 
03/12/2024;12:30:00;15:30:00;Telecom1 ;C1;1ATP4; CAPALLERA FLORENCE 
04/11/2024;12:30:00;14:30:00;Prog1 ;C5;1ATP3; ZAYENE MARIEM 
25/10/2024;07:00:00;10:00:00;Elec1 ;B1bis;1ATP1; CAPALLERA FLORENCE 
13/09/2024;11:30:00;13:30:00;Math-Signal1 ;A5;1ATDA;COURSIMAULT DAVID 
18/11/2024;09:00:00;11:00:00;Math-Signal1 ;Salle examen MPC003;1A;COURSIMAULT DAVID 
17/10/2024;11:30:00;13:30:00;SAE1.02;B3;1ATDB; FREITAS ANTONIO 
25/11/2024;14:30:00;16:30:00;Math-Trans1 ;A5;1ATDA;COURSIMAULT DAVID 
20/12/2024;09:00:00;11:00:00;Math-Trans1 ;A5bis;1ATDB;COURSIMAULT DAVID 
09/12/2024;10:00:00;11:00:00;RLAN1 ;A5-A5bis;1A; FREITAS ANTONIO 
20/11/2024;12:30:00;14:30:00;Gest_projet ;B7;1ATDA; MAYET KARINE 
12/12/2024;07:00:00;09:00:00;Anglais1 ;B2;1ATP2; BEIGNON D AGOSTINO LAURE 
23/10/2024;06:00:00;08:00:00;Archi-Sys1 ;Salle examen MPC003;1A; JACQUET JEAN-PAUL 
11/09/2024;11:30:00;13:30:00;Telecom1 ;A5;1ATDA; CAPALLERA FLORENCE 
07/10/2024;13:30:00;15:30:00;SAE1.01;B7;1ATDA; GIRAUD NADINE 
07/11/2024;07:00:00;09:00:00;Web1 ;B3;1ATDB; MEISSONNIER HUGO 
18/10/2024;08:00:00;10:00:00;SAE1.03;B4,B1bis;1ATDA;  
03/10/2024;06:00:00;08:00:00;SAE1.02;C7;1ATP2; ZAYENE MARIEM 
11/12/2024;14:30:00;16:30:00;Gest_projet ;A5;1ATDB; MAYET KARINE 
05/11/2024;14:30:00;16:30:00;Anglais1 ;B2;1ATP3; BEIGNON D AGOSTINO LAURE 
